tx_id	SNF2KO_01	SNF2KO_02	SNF2KO_03	SNF2KO_04	SNF2KO_05	SNF2KO_06	SNF2KO_07	SNF2KO_08	SNF2KO_09	SNF2KO_10	SNF2KO_11	SNF2KO_12	WT_01	WT_02	WT_03	WT_04	WT_05	WT_06	WT_07	WT_08	WT_09	WT_10	WT_11	WT_12
YCL021W-A_id001	37.6934	9.49121	12.0512	12.6021	5.83924	17.2515	17.349	0	5.59687	5.7432	6.24846	24.7882	6.07077	16.7835	11.6373	49.6896	25.7379	42.8084	24.0028	22.6975	28.959	28.921	5.41265	24.7545
YNCM0012W_snoRNA	0	0	0	0	0	566.94	0	0	0	0	0	1216.74	0	0	0	0	0	0	0	0	0	0	0	0
YHL039W_id004	0	10.1035	11.6784	0	0	10.5821	14.5858	0	15.1657	11.0197	0	0	16.4498	0	16.056	30.0063	26.1531	22.4103	14.9813	12.0809	0	16.7929	0	17.967
YHR039C_id002	116.065	0	100.487	0	0	90.2579	97.3862	0	86.0163	81.6922	83.7711	77.0027	69.4783	65.8568	84.6677	85.3026	102.045	52.1153	94.1847	23.9137	0	0	81.4151	83.9808
YOR158W_id002	0	0	0	17.613	34.8218	0	10.2304	31.3661	24.541	0	21.2088	0	32.4262	0	0	0	51.6409	36.8005	0	0	0	0	10.4255	49.5015
YMR197C_id001	111.738	118.495	11.8761	0	69.0559	123.589	124.445	99.5771	31.8991	41.5088	151.619	105.325	0	78.8427	0	0	0	96.3583	81.3311	16.668	11.7741	9.29493	0	30.0853
YOR108C-A_mRNA	0	0	0	828.82	0	0	0	0	0	0	453.254	0	714.342	0	0	0	0	0	0	0	0	0	733.757	0
YJL077W-B_id004	33.5331	18.0966	7.58066	18.0082	36.8329	30.5111	14.4571	18.1007	14.4837	24.8035	27.0465	44.6992	9.06958	0	0	0	9.62979	0	0	5.91254	0	0	0	13.2576
YMR023C_id006	21.2677	14.9946	14.9592	0	22.4038	11.6806	0	0	17.6844	15.5543	0	0	13.7012	15.1516	10.5057	0	0	15.1824	0	6.40331	1.30716	16.9708	12.2159	18.1574
YGL090W_id003	0	0	21.1054	20.1342	22.6055	0	27.7181	14.7787	15.4766	25.4099	9.26901	15.7714	8.95307	0	16.0898	0	0	0	0	0	0	0	4.98905	9.94387
YDR230W_mRNA	0	0	0	0	0	0	0	0	0	79.6377	0	0	0	85.8773	0	0	284.079	0	0	147.85	41.0599	0	0	0
YLR052W_id004	37.1449	30.4992	0	0	0	0	47.5729	0	0	0	40.1578	0	0	53.2132	0	0	57.8948	0	0	30.6334	0	0	22.2632	0
YLR207W_id002	34.3207	25.1266	29.0751	14.9196	26.2231	31.4145	30.107	28.6046	31.9314	29.1478	0	20.0343	0	23.3513	0	18.0266	30.1869	17.9017	24.605	21.4774	20.2189	19.9717	16.1915	30.2163
YDL120W_id002	0	0	0	0	0	17.7057	108.706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL045W_id001	0	14.9951	26.6554	0	0	21.0776	9.50194	20.2649	19.807	17.4213	0	0	17.6477	18.3844	14.7085	0	0	17.0047	0	20.0813	0	13.1593	0	0
YLR185W_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3194	0	0	0	0	0	0	0
YBR291C_id002	19.799	0	0	11.1656	0	0	30.6989	38.0802	0	0	30.3315	23.9385	0	20.7092	0	0	22.6055	0	0	0	0	0	0	0
YBR238C_id002	10.7897	2.50786	3.98036	7.21467	9.25739	5.31809	6.11214	7.76695	8.87314	9.10513	5.77859	11.4621	8.02038	27.3472	22.2931	22.1559	15.3016	31.5098	25.369	7.49669	9.94738	16.0478	7.86599	20.4402
YPL026C_id001	0	0	0	24.9376	0	45.5174	0	38.0733	0	44.3231	45.7494	0	0	35.426	0	0	38.1985	36.3047	45.1228	29.1946	0	25.1813	26.7769	33.0651
YAR007C_id002	0	0	0	0	0	40.3426	44.7205	0	0	39.5323	0	52.2806	21.8281	22.3324	20.9313	29.4501	35.965	0	26.0377	12.4932	23.96	28.47	0	0
YMR105W-A_id002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL040C_id002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.6455	0	0	0
YBR038W_id003	19.4699	7.87906	9.33728	12.0889	17.4506	15.276	0	10.0565	0	14.6209	0	15.7763	0	15.4808	0	19.9372	24.215	0	13.2838	11.3053	0	14.7253	8.38743	14.3848
YKL026C_id010	0	0	58.1687	33.3956	33.0496	0	65.6782	45.5237	44.1016	45.6584	0	0	0	0	0	28.2166	0	0	0	41.8891	0	42.6998	33.8097	49.1996
YNL135C_id002	565.233	475.061	495.73	391.518	509.43	548.364	644.655	532.899	573.887	595.521	560.554	638.949	461.129	394.312	413.59	483.89	448.486	483.008	460.422	466.263	400.51	379.71	325.796	471.555
YIL023C_id005	0	0	50.6022	20.4586	0	53.6024	24.6012	19.5321	40.2795	63.7504	53.6723	0	49.7009	54.6955	0	14.1391	94.9171	87.5383	65.4107	63.9836	112.549	19.5897	0	82.7433
YCR086W_id001	0	0	0	19.8488	0	0	21.8602	17.6773	15.8675	0	0	0	0	0	24.7443	0	24.3229	0	0	0	0	0	15.3452	8.77259
YJL088W_id001	0	0	0	0	5.45606	0	0	0	0	3.03562	4.86153	0	0	0	0	0	0	2.33642	0	0	0	3.60309	0	2.66789
YBR208C_mRNA	19.3772	8.32331	19.3145	11.6866	13.0667	9.73803	16.4383	15.5151	22.0022	11.115	18.5172	20.6136	20.5607	12.1806	12.3167	12.7721	11.6746	21.082	14.1538	11.6682	10.8588	13.993	13.7488	9.35709
YBR171W_id003	113.693	0	0	0	108.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.019
YOL131W_mRNA	0	0	0	0	0	71.171	0	0	0	0	25.7779	0	25.0449	46.16	0	0	0	0	0	23.4096	23.894	0	22.3298	0
YGR169C_id001	0	24.8897	28.2764	10.4361	0	36.5098	0	0	33.9893	0	0	0	0	38.6078	0	0	0	0	0	0	0	17.5635	26.8941	0
YGR077C_id001	37.9475	23.1174	42.2679	0	22.7558	35.8561	31.5513	19.7864	33.8076	23.5007	26.7857	27.7728	18.9265	26.1625	0	25.4157	0	32.1737	28.0621	19.902	22.5574	27.0497	0	0
YDR308C_id001	20.4091	0	15.8266	10.3989	27.207	0	14.9902	0	11.7502	17.5742	0	23.4255	9.92459	8.20475	10.9026	28.6502	0	0	11.7713	8.9604	0	11.9372	12.9278	10.3811
YGR207C_id001	0	4.26257	0	2.67556	14.7551	0	16.4944	0	0	0	0	8.35898	3.59712	0	0	0	6.69508	0	16.3526	1.70836	9.69514	0	0	2.10994
YIL089W_id004	13.7934	0	0	0	8.54719	0	21.1622	9.77877	0	0	11.4327	0	4.44305	0	0	9.09165	0	0	6.58765	0	8.47777	0	0	0
YPR098C_id001	35.3415	46.0721	0	20.3499	56.6708	35.6019	54.1546	35.7746	28.0434	56.17	27.6428	75.4207	24.1649	22.0578	49.228	22.1367	47.0606	26.7653	31.8928	42.8704	28.8371	26.3923	0	0
YBR051W_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL133W_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR361C-A_id002	0	17.6976	0	45.9309	58.5262	46.967	34.7939	30.9595	27.9814	0	68.3212	17.4373	27.6577	0	68.9232	42.6861	0	39.755	49.2092	56.8738	0	27.4551	0	56.3892
YDR478W_id003	14.9378	6.82007	0	0	17.362	0	28.6899	2.85397	23.3061	27.6242	0	23.7656	14.0161	0	19.2951	27.9841	0	0	17.2117	15.3629	11.0837	17.6208	20.1142	0
YGL240W_id001	0	0	1.28677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4577	0	0	0	0
YDR235W_id002	21.438	17.2064	23.1325	16.1266	23.6624	18.397	16.0341	0	0	0	13.3267	0	12.9477	22.6706	0	23.845	0	24.7819	12.7983	0	4.9411	17.2712	0	0
YGL189C_id001	0	6.5847	0	0	0	0	0	0	0	8.50027	0	10.327	0	0	0	0	0	0	0	0	0	0	0	0
YNL177C_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL033C_mRNA	18.1506	10.4323	17.7876	11.8728	17.2375	15.5308	12.3495	17.7911	15.1159	13.7075	14.1284	19.8506	14.4893	14.7581	13.522	17.1651	17.3781	19.2052	16.9603	14.256	12.0046	13.8053	13.5984	12.0497
YBL085W_id002	0	0	0	0	0	0	0	72.8137	0	0	0	0	0	0	0	0	0	0	0	0	22.0208	0	0	0
YDR277C_id001	0	0	0	0	0	0	0	0	36.8904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR465C_mRNA	33.8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.263	0
YDR405W_id002	66.8678	57.4047	63.3551	30.5649	72.8834	61.155	87.5214	0	52.5237	45.2216	84.054	0	74.082	56.1476	67.6328	89.4092	0	62.4655	0	55.383	80.3178	66.1506	81.1538	81.2737
YBR043C_id001	0	0	0	33.3327	0	0	31.1693	43.2089	0	0	40.2266	37.1122	21.8136	0	0	26.0379	31.7907	31.1302	0	28.0353	0	0	0	17.6044
YDR034W-B_id004	48.5284	30.5486	46.546	16.2246	30.0709	7.40349	29.7812	13.7615	21.6171	22.1822	8.04457	15.9568	0	0	22.4736	0	41.4204	7.87337	0	29.2219	7.45666	0	20.9055	39.8377
YGL172W_id001	100.866	61.4103	63.5345	55.3657	65.7673	71.6582	69.2913	65.3181	61.6963	0	73.3711	81.6777	58.1916	0	69.7183	0	86.3491	74.7407	0	62.5507	72.1728	85.9393	54.4772	62.2874
YBR158W_id001	0	0	0	7.06086	67.434	53.8974	16.1362	12.3202	11.3511	48.0615	0	39.4107	17.5456	0	0	32.5545	0	0	13.7712	0	0	0	0	0
YDR286C_id002	76.4753	26.1838	39.7357	21.5455	32.5948	0	59.3223	46.9922	49.2112	24.4746	64.0971	36.3255	40.0335	36.8927	51.161	40.9596	24.0815	26.8856	30.7778	26.4986	16.9751	25.4292	9.7253	9.80724
YDR234W_id002	28.9124	12.3784	23.2585	22.4508	39.01	31.5875	17.1708	19.836	32.4054	28.1369	26.9016	28.5203	0	33.3838	50.966	45.1834	22.9262	53.5661	50.779	32.0118	12.1154	34.3488	20.0889	47.7755
YOR190W_id003	5.6835	5.36665	9.53983	3.80035	7.92408	13.0061	0	3.62635	8.86105	5.19584	7.06618	0	1.37305	6.32663	6.5801	11.2385	7.27655	8.50498	6.78599	3.85018	1.30995	0	4.89679	9.79793
YGR187C_id001	8.13416	0	24.966	16.3171	16.6333	0	0	0	0	28.2577	0	0	0	39.1159	0	0	44.989	61.7624	0	0	14.9983	0	0	0
YCR013C_mRNA	5461.56	5421.61	5805.97	2848.97	5454.94	5420.11	6382.75	4699.98	5313.42	6957.76	7180.15	5773.87	4713.82	3269.54	4020.99	3613.92	299.388	3022.87	4344.19	5484.59	7779.52	3665.24	6017.3	4263.48
YDR132C_id001	0	0	0	0	0	5.78191	0	0	30.8439	0	7.53267	0	0	0	0	5.37003	0	0	0	0	0	12.9866	0	17.6841
YOR345C_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL119C_id004	12.2228	3.07771	2.60523	5.44864	7.57394	14.9177	13.7518	0	3.62979	7.44937	1.35079	10.7174	24.9351	33.8636	22.6416	37.5966	57.0311	50.2376	0	17.1736	7.51242	36.2624	14.0412	28.0949
YKR060W_id006	8.46504	6.3945	14.2087	2.83013	7.86812	11.6229	9.74042	14.403	0	3.86936	0	0	6.13508	35.8071	19.6009	35.5697	0	0	16.1714	3.82299	7.80422	5.84548	9.11664	8.33892
YEL020C-B_mRNA	0	1457.05	0	0	0	2013.06	307.458	341.172	773.347	0	2052.74	527.702	827.852	910.243	0	0	0	0	0	1971.7	0	723.593	0	0
YDR254W_id005	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33675	0	0	0	0	0	0	0	0	0	0
YLR390W-A_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR036C_id001	21.2108	63.488	0	28.8759	76.7087	101.888	111.844	43.63	57.8412	0	0	142.721	0	149.016	28.4875	40.0934	89.865	11.7913	31.7512	0	0	53.797	12.0593	52.9591
YPL204W_id001	0	89.8164	124.733	59.6276	126.631	109.969	0	105.366	77.9863	123.416	128.115	21.6888	0	92.6473	0	0	148.42	62.3603	0	109.632	0	0	0	103.707
YBR280C_id001	28.6641	0	27.9875	0	26.1532	0	0	0	0	0	27.986	0	26.1832	0	23.1652	28.3481	37.3583	0	0	0	0	24.9472	0	0
YLR189C_id001	38.4183	16.2177	28.1786	23.8	31.5081	17.5833	20.8031	21.6289	31.7103	29.4404	33.1543	30.0949	21.2923	17.1062	16.745	22.3435	24.304	23.0991	12.4121	23.9845	14.5843	13.0047	16.0634	16.6967
YIL083C_id002	0	0	0	26.0355	0	47.9784	0	0	0	0	0	0	0	0	0	0	0	45.1922	0	0	0	0	0	47.208
Q0120_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL061C_id004	0	18.585	28.3174	14.8059	41.1623	0	0	16.7443	26.3025	0	0	0	0	0	25.066	26.7571	0	31.1347	30.5503	13.3334	6.80466	11.3262	4.23946	0
YIL040W_id003	81.9723	0	79.5922	0	36.2912	85.3929	60.7632	58.344	0	45.7036	46.4388	39.5495	11.2542	0	44.1819	0	53.6794	46.1961	31.135	16.009	0	0	0	25.2745
YLR407W_id001	36.6758	0	0	20.196	50.1317	25.6724	0	0	0	0	0	31.9221	0	0	15.9855	27.7291	0	25.2016	0	0	11.9339	9.93185	0	0
YBR077C_id001	0	0	0	31.3792	0	0	0	41.2326	0	0	0	0	0	0	0	0	0	0	0	0	48.3441	0	0	0
YGR066C_id001	11.9626	7.22923	16.0635	4.79937	6.67142	13.1401	22.0238	6.10617	12.789	6.56169	11.8983	7.08022	0	8.52238	17.7276	2.36546	7.3515	2.32901	9.14118	8.64408	13.2345	15.4199	0	7.0706
YIL014W_id001	40.0953	35.5885	34.6117	26.8103	54.0386	38.5368	63.668	43.4908	46.4375	30.2404	46.8587	46.4732	21.3101	26.7794	0	34.6867	35.9337	40.9826	30.6388	28.0672	0	32.3022	0	36.5356
YGL250W_id001	42.7447	49.2837	0	0	0	0	0	0	0	39.077	42.5148	37.7266	0	0	0	0	0	0	0	0	0	0	0	0
YBL068W-A_id001	28.6285	14.0556	0	13.3668	0	0	16.4888	0	0	28.5707	29.3647	0	34.6329	0	21.8757	27.1043	26.2571	0	0	0	10.8066	36.2439	39.003	30.2623
YDR355C_mRNA	99.6846	0	0	0	0	0	0	29.8407	0	0	0	0	0	32.9289	34.2482	0	0	0	0	0	68.161	0	0	0
YGR268C_id003	28.9852	54.5757	71.8294	47.2719	46.9595	54.4561	79.721	41.5613	75.3597	69.0016	92.2647	23.7024	105.638	6.08344	42.2556	34.373	76.1332	38.8089	43.0392	29.5124	69.9158	90.6641	62.0481	84.2139
YDR367W_id002	0	42.7508	62.4239	39.7341	0	0	91.1681	0	0	0	0	0	0	40.3184	0	0	0	0	0	0	0	41.6856	0	0
YJL134W_id004	52.8254	44.741	55.2734	28.5365	55.0517	58.611	53.048	50.3875	44.2099	55.6096	55.7233	72.6365	64.7486	39.62	0	56.9724	40.1847	37.3985	41.2836	46.268	47.2255	36.7044	47.805	40.3775
YOL054W_id003	0	19.4253	32.3725	0	40.3344	35.308	0	0	0	35.2632	0	26.9519	0	24.3313	32.7491	25.4244	34.5692	0	35.309	17.4203	35.5616	23.6766	23.5404	12.666
YGR161W-C_id001	11.3277	8.98007	9.81631	15.6545	27.4293	14.3898	23.4112	23.3677	14.4942	25.0671	18.2718	16.9496	12.8952	12.3526	5.51572	14.4859	7.95261	20.0964	15.9406	2.7996	2.89326	6.93703	2.92124	19.0334
YJL108C_id002	34.5789	18.3662	29.0529	21.5288	45.4498	16.6856	26.2118	19.1583	18.5542	20.581	11.639	32.3279	36.5634	38.7862	25.2165	33.0486	28.0105	26.6209	35.6894	23.774	34.5285	39.3134	33.984	35.3496
YBL051C_id004	58.0588	34.5545	0	27.0576	52.3294	0	52.6351	0	44.6715	49.8604	48.9971	0	51.0041	64.2369	0	0	0	48.8108	64.6997	0	53.5264	0	0	0
YBR120C_id001	0	5.69787	42.7229	19.3355	43.4504	37.6745	33.3116	34.3308	14.1178	28.9514	0	39.4584	33.6067	23.565	43.9997	0	45.3983	0	35.55	20.0693	14.5943	40.6558	0	0
YGR029W_id002	114.542	61.0767	113.094	69.8323	0	111.015	83.7315	103.177	138.062	80.0755	113.926	103.019	52.0878	93.0025	93.6083	0	96.6149	78.7072	80.4478	85.2018	96.2827	65.1382	69.6616	92.9234
YCL026C-A_id004	13.7067	7.76553	0	6.87388	0	6.27328	3.15436	8.74554	0	0	6.8165	6.76041	0	3.05154	3.1738	6.77585	3.50972	0	3.27311	3.09511	3.15917	3.15502	0	0
YER042W_id002	71.0724	58.7566	0	66.1196	95.4127	79.4185	76.8411	0	0	0	0	95.4274	36.8295	0	17.0355	63.5181	33.6051	0	44.135	41.527	0	66.912	19.962	0
YOL147C_id001	93.9113	53.743	0	36.1548	58.1927	0	0	0	78.5954	41.6259	50.9489	0	55.0001	50.6851	52.7158	36.5771	64.1249	60.9457	46.2105	0	0	31.4424	44.1339	56.0679
YDL160C-A_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0977	0	0
YDR026C_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR143W-A_id002	105.074	88.6456	144.209	98.6779	108.283	150.432	70.7294	115.103	164.958	120.271	140.545	141.383	113.005	229.974	112.825	163.794	61.7684	0	208.077	67.1824	40.265	0	0	133.079
YIL040W_id001	57.4669	129.352	99.12	55.5148	95.7067	105.875	79.2528	44.9667	143.309	85.9432	54.9037	95.6063	45.9493	120.143	112.838	123.127	51.7454	73.3303	78.6108	90.0133	52.6227	33.4432	40.2363	76.4422
YBR165W_id005	0	34.7551	0	17.811	0	0	0	0	0	39.8474	33.7189	0	0	0	15.6997	21.5472	32.2426	25.9296	18.504	0	0	13.3773	22.9496	0
YIR009W_id003	19.4505	29.2556	38.4072	30.2125	23.0137	45.0399	36.2574	35.7358	34.5035	50.1579	23.4873	41.387	31.1875	54.6073	47.8274	44.6725	52.8896	37.0307	40.0757	17.1272	15.5598	24.6799	25.0258	22.2551
YAL051W_mRNA	17.948	7.30043	18.5391	15.2323	19.8905	20.8521	17.7926	17.0307	14.145	15.7769	17.8515	22.4712	10.6731	12.9095	7.67238	17.7451	15.5548	18.8156	17.1437	15.5879	10.1827	13.9828	10.7056	14.2805
YNR068C_id002	18.1614	8.26775	26.656	10.9786	16.8807	12.9299	0	11.6739	0	11.1739	11.5281	0	0	0	0	0	9.41657	17.6793	15.8236	0	9.30199	15.8769	5.21582	11.9272
YBR065C_id002	0	0	0	0	2.02342	0	2.39404	0	9.9141	2.90079	3.0991	5.53632	5.62602	0	6.79549	0	0	0	2.8532	0	0	0	7.24556	0
YOL136C_id001	47.0596	0	0	17.8223	0	33.692	28.0405	0	0	0	0	32.5519	60.0983	0	0	0	127.398	0	0	0	0	78.5292	0	0
YOR252W_id002	67.2926	31.7706	0	0	0	0	50.3303	60.826	0	49.984	37.6486	33.1901	56.8991	104.87	74.0129	83.1647	56.0003	94.1655	64.2769	53.1839	31.0197	34.8514	14.4945	99.435
YNR053C_id002	10.6903	8.07546	0	5.36116	12.4206	0	1.23009	12.5051	0	14.6596	3.98731	21.0907	21.9522	0	28.4665	43.5989	12.3181	0	0	13.2769	18.4795	12.3035	0	17.1129
YBR055C_id002	0	0	0	0	0	0	0	0	17.2864	0	0	0	12.75	0	0	12.2776	21.4633	0	0	0	0	0	0	0
YBR056W_id008	47.4031	0	75.397	49.5969	50.1068	0	0	39.2547	63.5733	14.2301	0	32.1201	58.052	48.5206	54.1347	67.0186	48.4313	50.9164	28.807	74.974	61.6164	72.1974	0	98.757
YKL021C_mRNA	60.4332	45.6513	61.2769	41.5641	57.7766	50.5767	42.9151	55.8193	69.2232	47.3553	54.9562	69.8332	43.3821	53.8173	44.7788	112.671	54.8238	80.68	65.9714	51.4667	46.1643	47.6935	26.7779	34.0187
YGL106W_id001	170.868	52.4534	128.207	153.42	139.874	311.277	101.539	214.302	115.734	204.168	201.842	135.11	168.952	76.2304	130.697	121.078	207.804	154.431	202.203	197.463	160.113	133.762	68.2631	90.9357
YGR191W_id002	59.5954	40.1325	70.494	43.0062	66.7514	67.4032	61.3156	55.5745	53.9585	56.8438	66.7837	73.0567	54.8901	64.4668	56.0228	69.8949	82.2446	74.3282	57.4762	51.3057	47.67	51.4689	47.3166	83.7492
YDR443C_mRNA	6.05551	4.68937	4.64036	2.85926	9.67547	5.55734	5.07902	5.02418	7.43345	6.12293	10.24	4.74938	4.15791	3.20124	2.96732	6.75933	8.43319	2.06579	9.36972	3.34239	2.80352	2.19652	3.04983	8.66009
YDR237W_id001	36.3889	19.2589	26.1768	26.7651	30.4413	41.6362	31.8222	0	27.5562	0	0	41.2796	43.955	45.3673	28.6475	46.7707	40.9979	0	38.2341	46.0152	21.8063	0	28.2167	41.2237
YBR239C_id002	12.4704	12.2461	8.37266	15.0093	25.5002	11.4149	12.6273	0	9.9989	19.3806	23.5663	8.61087	22.8961	11.1052	12.7051	18.494	21.7134	18.209	10.7203	10.1374	18.395	9.18541	6.44652	14.7415
YLR029C_id002	2049.47	1569.2	1962.87	1147.64	1728.65	1922.03	1903.54	1806.65	1928.67	2491.09	2226.02	2404.38	2096.38	1886.71	1557.78	1927.45	1773.22	2323.14	2323.29	1898.34	1690.53	1870.78	1838.61	2141.41
YLR001C_id002	0	17.0108	0	17.7464	19.4359	0	25.9117	31.4732	31.5263	31.6153	0	22.2136	10.8805	10.0268	8.93876	21.4691	0	18.0067	11.5231	14.5286	8.89756	18.5123	12.4726	15.053
YNCB0013W_tRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL141W_id001	28.5034	0	0	14.0141	0	0	23.1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR467C_id002	31.8235	27.5682	36.4368	23.0744	34.0299	37.4402	34.1214	14.4439	36.2875	26.3345	31.8659	37.2417	0	11.0817	26.3125	26.6384	48.5709	0	16.4179	0	0	0	0	12.2277
YBR271W_id002	0	2.21764	12.671	13.741	15.0078	0	12.1609	0	19.6158	14.761	7.29981	13.0316	0	20.9146	0	24.6714	10.524	22.8623	0	0	13.5327	0	7.58804	17.3518
YMR198W_id001	21.1098	12.3192	18.249	11.8134	22.1057	19.2818	16.2632	16.1863	18.1613	17.3937	25.6817	22.7899	12.4761	11.2492	10.0698	11.9107	10.0895	11.2422	12.3326	1.37077	6.26461	10.6359	2.93034	13.3875
YDR462W_id002	0	0	0	0	0	115.63	0	0	0	0	0	0	0	0	0	60.1337	0	0	0	0	0	64.6152	0	0
YEL076C_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11371	0	7.07664	0	0	0	0	10.5596
YBL091C_id001	50.0842	45.2678	0	30.4946	19.78	72.0874	43.3115	33.7948	55.5879	0	45.3196	75.1222	31.9504	8.60746	56.1538	47.2087	17.6849	7.00958	51.4123	27.3978	30.0581	8.11279	39.9525	15.3149
YAL020C_id002	65.8634	53.1064	45.848	43.7233	61.8015	65.0748	19.4932	30.9899	74.3259	0	0	66.5888	0	0	85.1512	62.4205	0	59.2636	0	0	118.49	56.9571	68.0408	58.2553
YBR128C_id001	0	0	0	0	0	11.9002	0	0	6.55568	21.7893	0	0	0	15.4364	8.02743	0	0	16.874	0	19.5711	0	0	3.73367	0
YDL028C_id001	0	0	15.2905	7.29345	12.4758	0	0	0	15.6976	0	20.8632	24.0022	0	0	0	0	0	0	0	12.1257	0	0	5.06029	9.91844
YDR231C_id001	101.968	49.9565	92.543	40.5353	58.6829	63.0582	91.3154	65.6378	56.4719	49.6868	62.8483	92.4172	26.6277	27.653	68.9086	0	46.2677	40.235	41.9264	24.8178	37.6349	45.6673	30.8938	46.1458
YLR004C_id006	0	6.27921	3.98643	10.1901	5.15084	0	0	0	0	11.3988	11.0236	4.09985	2.67754	8.63616	10.2653	0	11.3518	0	6.61658	0	12.7725	0	0	0
YNR028W_id002	57.7128	43.8009	51.0972	37.1062	0	0	0	49.0667	49.422	50.4573	0	73.8978	51.4802	49.4696	0	63.6442	0	0	59.3669	0	32.5637	61.3127	30.5988	0
YCL057W_id003	91.0375	62.168	111.643	49.7653	92.3079	82.8688	66.1656	54.5464	98.4884	56.6868	63.9601	95.3596	57.9267	54.0651	37.4579	64.8367	68.68	54.7578	52.3755	51.8741	47.0673	74.4371	53.4779	73.1347
YLR410W_id001	49.0907	20.3505	40.1948	26.0199	43.9596	35.0717	33.6166	35.142	37.3348	32.838	43.4677	45.4722	29.5043	34.6533	35.4872	45.5761	48.4409	36.1321	34.3102	33.5259	18.2137	31.97	19.0846	40.6925
YHR213W-A_mRNA	0	204.567	0	181.078	251.709	123.942	0	0	241.262	247.57	0	0	0	120.58	0	0	0	131.809	0	0	0	249.337	0	133.385
YOR164C_id001	0	0	0	0	76.1667	0	0	0	88.2152	60.7975	86.4669	0	0	0	72.0633	0	0	75.2988	0	0	0	67.5676	0	0
YBL006C_id001	0	0	0	0	0	0	0	27.934	0	0	0	5.19394	0	0	0	26.1746	0	0	0	0	0	0	0	0
YDR165W_id003	14.0381	0	33.7486	5.4127	10.6515	0	13.2766	16.7945	9.38631	19.8381	11.0741	8.16439	0	37.0899	38.6724	20.8689	31.4576	50.6706	44.4843	24.8244	19.2471	0	15.2198	14.9483
YJL006C_id005	0	5.32624	9.01715	0	15.2919	0	0	6.4865	20.9389	0	7.01297	0	13.6271	0	2.17685	0	7.22176	0	0	0	0	8.6559	2.02497	0
YMR008C-A_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR119W-A_id001	0	12.986	0	0	26.631	10.5096	21.1378	18.9105	0	0	0	0	38.832	15.3627	63.8043	62.4333	64.6777	83.8243	82.2509	77.7781	52.9251	100.426	44.5145	39.5859
YCL042W_mRNA	0	14.4458	21.3056	0	52.5324	22.4705	22.1037	0	0	45.6962	0	0	0	0	144.312	0	0	0	0	0	0	0	0	60.5432
YKL001C_id003	63.1568	0	0	0	71.0619	66.9394	85.6768	65.041	0	0	0	95.0901	0	32.5616	0	0	0	45.3014	19.0505	0	0	27.5448	0	0
YBR061C_id001	30.6858	11.9897	15.2236	11.3205	19.6703	14.5286	15.5847	21.6045	24.51	18.3795	6.19184	21.9194	20.4503	34.8648	14.7007	25.108	19.5079	38.1116	30.3213	13.3805	2.28499	10.7167	10.0283	18.7626
YGL029W_id001	48.3048	31.2767	112.52	32.2997	67.3479	0	31.7615	73.383	95.2918	44.1601	34.3179	98.7032	23.3394	113.687	70.3059	95.5173	56.5435	120.915	95.5759	56.097	0	0	0	47.5851
YMR193C-A_mRNA	29.1642	11.0153	55.9458	29.2516	41.1394	53.3916	13.4233	24.811	64.9564	40.1294	14.5037	29.3397	0	94.1222	0	57.669	14.9355	70.9753	0	26.3424	0	13.4261	0	0
YDR205W_id004	0	0	19.2771	0	19.6149	0	0	0	0	0	0	0	7.76863	0	0	0	22.6437	0	15.3579	0	0	0	0	0
