transcript_id	protein_id	denovo_feature_id	best_hit_id	annotation_status
TRINITY_DN4320_c0_g1_i1	TRINITY_DN4320_c0_g1_i1.p1	TRINITY_DN4320_c0_g1_i1	YNL309W	homology_hit_with_go
TRINITY_DN4321_c0_g1_i1	TRINITY_DN4321_c0_g1_i1.p1	TRINITY_DN4321_c0_g1_i1	YCR057C	homology_hit_with_go
TRINITY_DN4322_c0_g1_i1	TRINITY_DN4322_c0_g1_i1.p1	TRINITY_DN4322_c0_g1_i1	YMR183C	homology_hit_with_go
TRINITY_DN4323_c0_g1_i1	TRINITY_DN4323_c0_g1_i1.p1	TRINITY_DN4323_c0_g1_i1	YNR041C	homology_hit_with_go
TRINITY_DN4324_c0_g1_i1	TRINITY_DN4324_c0_g1_i1.p1	TRINITY_DN4324_c0_g1_i1	YOL015W	homology_hit_with_go
TRINITY_DN4325_c0_g1_i1	TRINITY_DN4325_c0_g1_i1.p1	TRINITY_DN4325_c0_g1_i1	YJL058C	homology_hit_with_go
TRINITY_DN4326_c0_g1_i1	TRINITY_DN4326_c0_g1_i1.p1	TRINITY_DN4326_c0_g1_i1	YDR079W	homology_hit_with_go
TRINITY_DN4327_c0_g1_i1	TRINITY_DN4327_c0_g1_i1.p2	TRINITY_DN4327_c0_g1_i1	YOR360C	homology_hit_with_go
TRINITY_DN4328_c0_g1_i1	TRINITY_DN4328_c0_g1_i1.p1	TRINITY_DN4328_c0_g1_i1	YLR373C	homology_hit_with_go
TRINITY_DN4329_c0_g1_i1	TRINITY_DN4329_c0_g1_i1.p1	TRINITY_DN4329_c0_g1_i1	YIL055C	homology_hit_with_go
TRINITY_DN432_c0_g1_i1	TRINITY_DN432_c0_g1_i1.p1	TRINITY_DN432_c0_g1_i1	YNL113W	homology_hit_with_go
TRINITY_DN4330_c0_g1_i1	TRINITY_DN4330_c0_g1_i1.p1	TRINITY_DN4330_c0_g1_i1	YML052W	homology_hit_with_go
TRINITY_DN4331_c0_g1_i1	TRINITY_DN4331_c0_g1_i1.p1	TRINITY_DN4331_c0_g1_i1	YLL008W	homology_hit_with_go
TRINITY_DN4332_c0_g1_i1	TRINITY_DN4332_c0_g1_i1.p1	TRINITY_DN4332_c0_g1_i1	YCR032W	homology_hit_with_go
TRINITY_DN4333_c0_g1_i1	TRINITY_DN4333_c0_g1_i1.p1	TRINITY_DN4333_c0_g1_i1	YGL141W	homology_hit_with_go
TRINITY_DN4334_c0_g1_i1	TRINITY_DN4334_c0_g1_i1.p1	TRINITY_DN4334_c0_g1_i1	YNR031C	homology_hit_with_go
TRINITY_DN4336_c0_g1_i1	TRINITY_DN4336_c0_g1_i1.p1	TRINITY_DN4336_c0_g1_i1	YOR329C	homology_hit_with_go
TRINITY_DN4337_c0_g1_i1	TRINITY_DN4337_c0_g1_i1.p1	TRINITY_DN4337_c0_g1_i1	YOL159C	homology_hit_with_go
TRINITY_DN4338_c0_g1_i1	TRINITY_DN4338_c0_g1_i1.p1	TRINITY_DN4338_c0_g1_i1	YDR007W	homology_hit_with_go
TRINITY_DN4339_c0_g1_i1	TRINITY_DN4339_c0_g1_i1.p1	TRINITY_DN4339_c0_g1_i1	YIR002C	homology_hit_with_go
TRINITY_DN433_c0_g1_i1	TRINITY_DN433_c0_g1_i1.p1	TRINITY_DN433_c0_g1_i1	YDR280W	homology_hit_with_go
TRINITY_DN4340_c0_g1_i1	TRINITY_DN4340_c0_g1_i1.p1	TRINITY_DN4340_c0_g1_i1	YNL289W	homology_hit_with_go
TRINITY_DN4341_c0_g1_i1	TRINITY_DN4341_c0_g1_i1.p1	TRINITY_DN4341_c0_g1_i1	YDR369C	homology_hit_with_go
TRINITY_DN4342_c0_g1_i1	TRINITY_DN4342_c0_g1_i1.p1	TRINITY_DN4342_c0_g1_i1	YLR205C	homology_hit_with_go
TRINITY_DN4343_c0_g1_i1	TRINITY_DN4343_c0_g1_i1.p1	TRINITY_DN4343_c0_g1_i1	YNL271C	homology_hit_with_go
TRINITY_DN4344_c0_g1_i1	TRINITY_DN4344_c0_g1_i1.p1	TRINITY_DN4344_c0_g1_i1		no_hit
TRINITY_DN4345_c0_g1_i1	TRINITY_DN4345_c0_g1_i1.p1	TRINITY_DN4345_c0_g1_i1	YNL062C	homology_hit_with_go
TRINITY_DN4346_c0_g1_i1	TRINITY_DN4346_c0_g1_i1.p1	TRINITY_DN4346_c0_g1_i1	YPR167C	homology_hit_with_go
TRINITY_DN4347_c0_g1_i1	TRINITY_DN4347_c0_g1_i1.p1	TRINITY_DN4347_c0_g1_i1	YOR107W	homology_hit_with_go
TRINITY_DN4349_c0_g1_i1	TRINITY_DN4349_c0_g1_i1.p1	TRINITY_DN4349_c0_g1_i1	YNL271C	homology_hit_with_go
TRINITY_DN434_c0_g1_i1	TRINITY_DN434_c0_g1_i1.p1	TRINITY_DN434_c0_g1_i1	YLL032C	homology_hit_with_go
TRINITY_DN4350_c0_g1_i1	TRINITY_DN4350_c0_g1_i1.p1	TRINITY_DN4350_c0_g1_i1	YDL074C	homology_hit_with_go
TRINITY_DN4351_c0_g1_i1	TRINITY_DN4351_c0_g1_i1.p2	TRINITY_DN4351_c0_g1_i1	YDR141C	homology_hit_with_go
TRINITY_DN4352_c0_g1_i1	TRINITY_DN4352_c0_g1_i1.p1	TRINITY_DN4352_c0_g1_i1	YJL099W	homology_hit_with_go
TRINITY_DN4353_c0_g1_i1	TRINITY_DN4353_c0_g1_i1.p1	TRINITY_DN4353_c0_g1_i1	YIL093C	homology_hit_with_go
TRINITY_DN4354_c0_g1_i1	TRINITY_DN4354_c0_g1_i1.p1	TRINITY_DN4354_c0_g1_i1	YPR137W	homology_hit_with_go
TRINITY_DN4355_c0_g1_i1	TRINITY_DN4355_c0_g1_i1.p1	TRINITY_DN4355_c0_g1_i1	YDL031W	homology_hit_with_go
TRINITY_DN4356_c0_g1_i1	TRINITY_DN4356_c0_g1_i1.p1	TRINITY_DN4356_c0_g1_i1	YLR310C	homology_hit_with_go
TRINITY_DN4357_c0_g1_i1	TRINITY_DN4357_c0_g1_i1.p1	TRINITY_DN4357_c0_g1_i1		no_hit
TRINITY_DN4358_c0_g1_i1	TRINITY_DN4358_c0_g1_i1.p1	TRINITY_DN4358_c0_g1_i1	YOR038C	homology_hit_with_go
TRINITY_DN435_c0_g1_i1	TRINITY_DN435_c0_g1_i1.p1	TRINITY_DN435_c0_g1_i1	YBL050W	homology_hit_with_go
TRINITY_DN4361_c0_g1_i1	TRINITY_DN4361_c0_g1_i1.p1	TRINITY_DN4361_c0_g1_i1	YOR172W	homology_hit_with_go
TRINITY_DN4363_c0_g1_i1	TRINITY_DN4363_c0_g1_i1.p1	TRINITY_DN4363_c0_g1_i1	YIL092W	homology_hit_with_go
TRINITY_DN4364_c0_g1_i1	TRINITY_DN4364_c0_g1_i1.p1	TRINITY_DN4364_c0_g1_i1	YOR030W	homology_hit_with_go
TRINITY_DN4365_c0_g1_i1	TRINITY_DN4365_c0_g1_i1.p1	TRINITY_DN4365_c0_g1_i1	YDR470C	homology_hit_with_go
TRINITY_DN4366_c0_g1_i1	TRINITY_DN4366_c0_g1_i1.p1	TRINITY_DN4366_c0_g1_i1	YNR056C	homology_hit_with_go
TRINITY_DN4367_c0_g1_i1	TRINITY_DN4367_c0_g1_i1.p1	TRINITY_DN4367_c0_g1_i1	YKL122C	homology_hit_with_go
TRINITY_DN4369_c0_g1_i1	TRINITY_DN4369_c0_g1_i1.p1	TRINITY_DN4369_c0_g1_i1	YDR147W	homology_hit_with_go
TRINITY_DN436_c0_g1_i1	TRINITY_DN436_c0_g1_i1.p1	TRINITY_DN436_c0_g1_i1	YCR068W	homology_hit_with_go
TRINITY_DN4370_c0_g1_i1	TRINITY_DN4370_c0_g1_i1.p1	TRINITY_DN4370_c0_g1_i1	YDR093W	homology_hit_with_go
TRINITY_DN4372_c0_g1_i1	TRINITY_DN4372_c0_g1_i1.p1	TRINITY_DN4372_c0_g1_i1	YDR128W	homology_hit_with_go
TRINITY_DN4373_c0_g1_i1	TRINITY_DN4373_c0_g1_i1.p1	TRINITY_DN4373_c0_g1_i1	YDR436W	homology_hit_with_go
TRINITY_DN4374_c0_g1_i1	TRINITY_DN4374_c0_g1_i1.p1	TRINITY_DN4374_c0_g1_i1		no_hit
TRINITY_DN4375_c0_g1_i1	TRINITY_DN4375_c0_g1_i1.p1	TRINITY_DN4375_c0_g1_i1	YKR099W	homology_hit_with_go
TRINITY_DN4376_c0_g1_i1	TRINITY_DN4376_c0_g1_i1.p1	TRINITY_DN4376_c0_g1_i1	YNL132W	homology_hit_with_go
TRINITY_DN4377_c0_g1_i1	TRINITY_DN4377_c0_g1_i1.p1	TRINITY_DN4377_c0_g1_i1	YNL298W	homology_hit_with_go
TRINITY_DN4378_c0_g1_i1	TRINITY_DN4378_c0_g1_i1.p1	TRINITY_DN4378_c0_g1_i1	YKR060W	homology_hit_with_go
TRINITY_DN4379_c0_g1_i1	TRINITY_DN4379_c0_g1_i1.p1	TRINITY_DN4379_c0_g1_i1	YPR027C	homology_hit_with_go
TRINITY_DN437_c0_g1_i1	TRINITY_DN437_c0_g1_i1.p1	TRINITY_DN437_c0_g1_i1	YOL124C	homology_hit_with_go
TRINITY_DN4380_c0_g1_i1	TRINITY_DN4380_c0_g1_i1.p1	TRINITY_DN4380_c0_g1_i1		no_hit
TRINITY_DN4381_c0_g1_i1	TRINITY_DN4381_c0_g1_i1.p1	TRINITY_DN4381_c0_g1_i1	YLR189C	homology_hit_with_go
TRINITY_DN4382_c0_g1_i1	TRINITY_DN4382_c0_g1_i1.p1	TRINITY_DN4382_c0_g1_i1	YIL097W	homology_hit_with_go
TRINITY_DN4385_c0_g1_i1	TRINITY_DN4385_c0_g1_i1.p1	TRINITY_DN4385_c0_g1_i1	YIL160C	homology_hit_with_go
TRINITY_DN4386_c0_g1_i1	TRINITY_DN4386_c0_g1_i1.p1	TRINITY_DN4386_c0_g1_i1		no_hit
TRINITY_DN4387_c0_g1_i1	TRINITY_DN4387_c0_g1_i1.p1	TRINITY_DN4387_c0_g1_i1	YCR102C	homology_hit_with_go
TRINITY_DN4388_c0_g1_i1	TRINITY_DN4388_c0_g1_i1.p1	TRINITY_DN4388_c0_g1_i1	YHL014C	homology_hit_with_go
TRINITY_DN4390_c0_g1_i1	TRINITY_DN4390_c0_g1_i1.p1	TRINITY_DN4390_c0_g1_i1	YMR047C	homology_hit_with_go
TRINITY_DN4391_c0_g1_i1	TRINITY_DN4391_c0_g1_i1.p1	TRINITY_DN4391_c0_g1_i1	YMR226C	homology_hit_with_go
TRINITY_DN4392_c0_g1_i1	TRINITY_DN4392_c0_g1_i1.p1	TRINITY_DN4392_c0_g1_i1	YBL104C	homology_hit_with_go
TRINITY_DN4393_c0_g1_i1	TRINITY_DN4393_c0_g1_i1.p1	TRINITY_DN4393_c0_g1_i1	YER104W	homology_hit_with_go
TRINITY_DN4396_c0_g1_i1	TRINITY_DN4396_c0_g1_i1.p1	TRINITY_DN4396_c0_g1_i1	YGR089W	homology_hit_with_go
TRINITY_DN4397_c0_g1_i1	TRINITY_DN4397_c0_g1_i1.p1	TRINITY_DN4397_c0_g1_i1	YLL021W	homology_hit_with_go
TRINITY_DN4399_c0_g1_i1	TRINITY_DN4399_c0_g1_i1.p1	TRINITY_DN4399_c0_g1_i1	YKL222C	homology_hit_with_go
TRINITY_DN439_c0_g1_i1	TRINITY_DN439_c0_g1_i1.p1	TRINITY_DN439_c0_g1_i1	YDR161W	homology_hit_with_go
TRINITY_DN43_c0_g1_i1	TRINITY_DN43_c0_g1_i1.p1	TRINITY_DN43_c0_g1_i1	YER019W	homology_hit_with_go
TRINITY_DN4400_c0_g1_i1	TRINITY_DN4400_c0_g1_i1.p1	TRINITY_DN4400_c0_g1_i1	YMR308C	homology_hit_with_go
TRINITY_DN4402_c0_g1_i1	TRINITY_DN4402_c0_g1_i1.p1	TRINITY_DN4402_c0_g1_i1	YDR410C	homology_hit_with_go
TRINITY_DN4403_c0_g1_i1	TRINITY_DN4403_c0_g1_i1.p1	TRINITY_DN4403_c0_g1_i1	YPR081C	homology_hit_with_go
TRINITY_DN4404_c0_g1_i1	TRINITY_DN4404_c0_g1_i1.p1	TRINITY_DN4404_c0_g1_i1	YDR159W	homology_hit_with_go
TRINITY_DN4405_c0_g1_i1	TRINITY_DN4405_c0_g1_i1.p1	TRINITY_DN4405_c0_g1_i1	YMR194W	homology_hit_with_go
TRINITY_DN4406_c0_g1_i1	TRINITY_DN4406_c0_g1_i1.p1	TRINITY_DN4406_c0_g1_i1		no_hit
TRINITY_DN4407_c0_g1_i1	TRINITY_DN4407_c0_g1_i1.p1	TRINITY_DN4407_c0_g1_i1		no_hit
TRINITY_DN4408_c0_g1_i1	TRINITY_DN4408_c0_g1_i1.p1	TRINITY_DN4408_c0_g1_i1	YFR025C	homology_hit_with_go
TRINITY_DN4409_c0_g1_i1	TRINITY_DN4409_c0_g1_i1.p1	TRINITY_DN4409_c0_g1_i1	YPL164C	homology_hit_with_go
TRINITY_DN440_c0_g1_i1	TRINITY_DN440_c0_g1_i1.p1	TRINITY_DN440_c0_g1_i1	YDR050C	homology_hit_with_go
TRINITY_DN4410_c0_g1_i1	TRINITY_DN4410_c0_g1_i1.p1	TRINITY_DN4410_c0_g1_i1	YDR464W	homology_hit_with_go
TRINITY_DN4411_c0_g1_i1	TRINITY_DN4411_c0_g1_i1.p1	TRINITY_DN4411_c0_g1_i1		no_hit
TRINITY_DN4412_c0_g1_i1	TRINITY_DN4412_c0_g1_i1.p1	TRINITY_DN4412_c0_g1_i1		no_hit
TRINITY_DN4413_c0_g1_i1	TRINITY_DN4413_c0_g1_i1.p1	TRINITY_DN4413_c0_g1_i1	YHR060W	homology_hit_with_go
TRINITY_DN4414_c0_g1_i1	TRINITY_DN4414_c0_g1_i1.p1	TRINITY_DN4414_c0_g1_i1	YJL073W	homology_hit_with_go
TRINITY_DN4415_c0_g1_i1	TRINITY_DN4415_c0_g1_i1.p1	TRINITY_DN4415_c0_g1_i1	YOR289W	homology_hit_with_go
TRINITY_DN4417_c0_g1_i1	TRINITY_DN4417_c0_g1_i1.p1	TRINITY_DN4417_c0_g1_i1	YNR044W	homology_hit_with_go
TRINITY_DN4418_c0_g1_i1	TRINITY_DN4418_c0_g1_i1.p1	TRINITY_DN4418_c0_g1_i1	YOL072W	homology_hit_with_go
TRINITY_DN4419_c0_g1_i1	TRINITY_DN4419_c0_g1_i1.p1	TRINITY_DN4419_c0_g1_i1	YIL048W	homology_hit_with_go
TRINITY_DN441_c0_g1_i1	TRINITY_DN441_c0_g1_i1.p1	TRINITY_DN441_c0_g1_i1	YJL072C	homology_hit_with_go
TRINITY_DN4420_c0_g1_i1	TRINITY_DN4420_c0_g1_i1.p1	TRINITY_DN4420_c0_g1_i1	YOL096C	homology_hit_with_go
TRINITY_DN4422_c0_g1_i1	TRINITY_DN4422_c0_g1_i1.p1	TRINITY_DN4422_c0_g1_i1	YPR019W	homology_hit_with_go
TRINITY_DN4423_c0_g1_i1	TRINITY_DN4423_c0_g1_i1.p1	TRINITY_DN4423_c0_g1_i1	YFL009W	homology_hit_with_go
TRINITY_DN4424_c0_g1_i1	TRINITY_DN4424_c0_g1_i1.p1	TRINITY_DN4424_c0_g1_i1	YDR135C	homology_hit_with_go
TRINITY_DN4425_c0_g1_i1	TRINITY_DN4425_c0_g1_i1.p1	TRINITY_DN4425_c0_g1_i1	YOR299W	homology_hit_with_go
TRINITY_DN4426_c0_g1_i1	TRINITY_DN4426_c0_g1_i1.p1	TRINITY_DN4426_c0_g1_i1	YIL166C	homology_hit_with_go
TRINITY_DN4427_c0_g1_i1	TRINITY_DN4427_c0_g1_i1.p1	TRINITY_DN4427_c0_g1_i1	YPL120W	homology_hit_with_go
TRINITY_DN4428_c0_g1_i1	TRINITY_DN4428_c0_g1_i1.p1	TRINITY_DN4428_c0_g1_i1	YIL001W	homology_hit_with_go
TRINITY_DN4429_c0_g1_i1	TRINITY_DN4429_c0_g1_i1.p1	TRINITY_DN4429_c0_g1_i1	YNL050C	homology_hit_with_go
TRINITY_DN442_c0_g1_i1	TRINITY_DN442_c0_g1_i1.p1	TRINITY_DN442_c0_g1_i1	YNL163C	homology_hit_with_go
TRINITY_DN4430_c0_g1_i1	TRINITY_DN4430_c0_g1_i1.p1	TRINITY_DN4430_c0_g1_i1	YPR121W	homology_hit_with_go
TRINITY_DN4431_c0_g1_i1	TRINITY_DN4431_c0_g1_i1.p1	TRINITY_DN4431_c0_g1_i1	YDR065W	homology_hit_with_go
TRINITY_DN4432_c0_g1_i1	TRINITY_DN4432_c0_g1_i1.p1	TRINITY_DN4432_c0_g1_i1	YHR149C	homology_hit_with_go
TRINITY_DN4434_c0_g1_i1	TRINITY_DN4434_c0_g1_i1.p1	TRINITY_DN4434_c0_g1_i1	YDR142C	homology_hit_with_go
TRINITY_DN4435_c0_g1_i1	TRINITY_DN4435_c0_g1_i1.p1	TRINITY_DN4435_c0_g1_i1	YJL157C	homology_hit_with_go
TRINITY_DN4436_c0_g1_i1	TRINITY_DN4436_c0_g1_i1.p1	TRINITY_DN4436_c0_g1_i1	YJL006C	homology_hit_with_go
TRINITY_DN4437_c0_g1_i1	TRINITY_DN4437_c0_g1_i1.p1	TRINITY_DN4437_c0_g1_i1	YHR205W	homology_hit_with_go
TRINITY_DN4438_c0_g1_i1	TRINITY_DN4438_c0_g1_i1.p1	TRINITY_DN4438_c0_g1_i1	YBL107C	homology_hit_with_go
TRINITY_DN4439_c0_g1_i1	TRINITY_DN4439_c0_g1_i1.p1	TRINITY_DN4439_c0_g1_i1	YBR065C	homology_hit_with_go
TRINITY_DN443_c0_g1_i1	TRINITY_DN443_c0_g1_i1.p1	TRINITY_DN443_c0_g1_i1	YBR289W	homology_hit_with_go
TRINITY_DN4440_c0_g1_i1	TRINITY_DN4440_c0_g1_i1.p1	TRINITY_DN4440_c0_g1_i1	YOL044W	homology_hit_with_go
TRINITY_DN4441_c0_g1_i1	TRINITY_DN4441_c0_g1_i1.p1	TRINITY_DN4441_c0_g1_i1	YIL026C	homology_hit_with_go
TRINITY_DN4442_c0_g1_i1	TRINITY_DN4442_c0_g1_i1.p1	TRINITY_DN4442_c0_g1_i1	YDR334W	homology_hit_with_go
TRINITY_DN4443_c0_g1_i1	TRINITY_DN4443_c0_g1_i1.p1	TRINITY_DN4443_c0_g1_i1	YKR095W	homology_hit_with_go
TRINITY_DN4444_c0_g1_i1	TRINITY_DN4444_c0_g1_i1.p1	TRINITY_DN4444_c0_g1_i1	YPR026W	homology_hit_with_go
TRINITY_DN4447_c0_g1_i1	TRINITY_DN4447_c0_g1_i1.p1	TRINITY_DN4447_c0_g1_i1	YHR104W	homology_hit_with_go
TRINITY_DN4448_c0_g1_i1	TRINITY_DN4448_c0_g1_i1.p1	TRINITY_DN4448_c0_g1_i1	YOR100C	homology_hit_with_go
TRINITY_DN4449_c0_g1_i1	TRINITY_DN4449_c0_g1_i1.p1	TRINITY_DN4449_c0_g1_i1	YCR014C	homology_hit_with_go
TRINITY_DN444_c0_g1_i1	TRINITY_DN444_c0_g1_i1.p1	TRINITY_DN444_c0_g1_i1	YOR303W	homology_hit_with_go
TRINITY_DN4450_c0_g1_i1	TRINITY_DN4450_c0_g1_i1.p1	TRINITY_DN4450_c0_g1_i1	YER132C	homology_hit_with_go
TRINITY_DN4451_c0_g1_i1	TRINITY_DN4451_c0_g1_i1.p3	TRINITY_DN4451_c0_g1_i1		no_hit
TRINITY_DN4452_c0_g1_i1	TRINITY_DN4452_c0_g1_i1.p1	TRINITY_DN4452_c0_g1_i1	YDL077C	homology_hit_with_go
TRINITY_DN4453_c0_g1_i1	TRINITY_DN4453_c0_g1_i1.p1	TRINITY_DN4453_c0_g1_i1	YLR319C	homology_hit_with_go
TRINITY_DN4456_c0_g1_i1	TRINITY_DN4456_c0_g1_i1.p1	TRINITY_DN4456_c0_g1_i1	YOL017W	homology_hit_with_go
TRINITY_DN4457_c0_g1_i1	TRINITY_DN4457_c0_g1_i1.p1	TRINITY_DN4457_c0_g1_i1	YLR403W	homology_hit_with_go
TRINITY_DN4458_c0_g1_i1	TRINITY_DN4458_c0_g1_i1.p1	TRINITY_DN4458_c0_g1_i1	YPL013C	homology_hit_with_go
TRINITY_DN4459_c0_g1_i1	TRINITY_DN4459_c0_g1_i1.p1	TRINITY_DN4459_c0_g1_i1	YGR281W	homology_hit_with_go
TRINITY_DN445_c0_g1_i1	TRINITY_DN445_c0_g1_i1.p1	TRINITY_DN445_c0_g1_i1	YBL007C	homology_hit_with_go
TRINITY_DN4461_c0_g1_i1	TRINITY_DN4461_c0_g1_i1.p1	TRINITY_DN4461_c0_g1_i1	YMR284W	homology_hit_with_go
TRINITY_DN4462_c0_g1_i1	TRINITY_DN4462_c0_g1_i1.p1	TRINITY_DN4462_c0_g1_i1	YPL234C	homology_hit_with_go
TRINITY_DN4463_c0_g1_i1	TRINITY_DN4463_c0_g1_i1.p1	TRINITY_DN4463_c0_g1_i1	YBL088C	homology_hit_with_go
TRINITY_DN4465_c0_g1_i1	TRINITY_DN4465_c0_g1_i1.p1	TRINITY_DN4465_c0_g1_i1	YPL256C	homology_hit_with_go
TRINITY_DN4466_c0_g1_i1	TRINITY_DN4466_c0_g1_i1.p1	TRINITY_DN4466_c0_g1_i1	YLR025W	homology_hit_with_go
TRINITY_DN4467_c0_g1_i1	TRINITY_DN4467_c0_g1_i1.p1	TRINITY_DN4467_c0_g1_i1	YKL162C	homology_hit_with_go
TRINITY_DN4468_c0_g1_i1	TRINITY_DN4468_c0_g1_i1.p1	TRINITY_DN4468_c0_g1_i1	YKR029C	homology_hit_with_go
TRINITY_DN4469_c0_g1_i1	TRINITY_DN4469_c0_g1_i1.p1	TRINITY_DN4469_c0_g1_i1		no_hit
TRINITY_DN446_c0_g1_i1	TRINITY_DN446_c0_g1_i1.p1	TRINITY_DN446_c0_g1_i1	YHR072W-A	homology_hit_with_go
TRINITY_DN4472_c0_g1_i1	TRINITY_DN4472_c0_g1_i1.p1	TRINITY_DN4472_c0_g1_i1	YPL137C	homology_hit_with_go
TRINITY_DN4473_c0_g1_i1	TRINITY_DN4473_c0_g1_i1.p1	TRINITY_DN4473_c0_g1_i1	YDR198C	homology_hit_with_go
TRINITY_DN4474_c0_g1_i1	TRINITY_DN4474_c0_g1_i1.p1	TRINITY_DN4474_c0_g1_i1	YLL042C	homology_hit_with_go
TRINITY_DN4475_c0_g1_i1	TRINITY_DN4475_c0_g1_i1.p1	TRINITY_DN4475_c0_g1_i1	YIR024C	homology_hit_with_go
TRINITY_DN4476_c0_g1_i1	TRINITY_DN4476_c0_g1_i1.p1	TRINITY_DN4476_c0_g1_i1	YDL056W	homology_hit_with_go
TRINITY_DN4478_c0_g1_i1	TRINITY_DN4478_c0_g1_i1.p1	TRINITY_DN4478_c0_g1_i1	YDR123C	homology_hit_with_go
TRINITY_DN4479_c0_g1_i1	TRINITY_DN4479_c0_g1_i1.p1	TRINITY_DN4479_c0_g1_i1	YBL008W	homology_hit_with_go
TRINITY_DN447_c0_g1_i1	TRINITY_DN447_c0_g1_i1.p1	TRINITY_DN447_c0_g1_i1	YMR100W	homology_hit_with_go
TRINITY_DN4480_c0_g1_i1	TRINITY_DN4480_c0_g1_i1.p1	TRINITY_DN4480_c0_g1_i1	YOR367W	homology_hit_with_go
TRINITY_DN4481_c0_g1_i1	TRINITY_DN4481_c0_g1_i1.p1	TRINITY_DN4481_c0_g1_i1	YER173W	homology_hit_with_go
TRINITY_DN4482_c0_g1_i1	TRINITY_DN4482_c0_g1_i1.p1	TRINITY_DN4482_c0_g1_i1	YGL016W	homology_hit_with_go
TRINITY_DN4483_c0_g1_i1	TRINITY_DN4483_c0_g1_i1.p1	TRINITY_DN4483_c0_g1_i1	YDR049W	homology_hit_with_go
TRINITY_DN4484_c0_g1_i1	TRINITY_DN4484_c0_g1_i1.p1	TRINITY_DN4484_c0_g1_i1	YIL126W	homology_hit_with_go
TRINITY_DN4485_c0_g1_i1	TRINITY_DN4485_c0_g1_i1.p1	TRINITY_DN4485_c0_g1_i1	YPL174C	homology_hit_with_go
TRINITY_DN4487_c0_g1_i1	TRINITY_DN4487_c0_g1_i1.p1	TRINITY_DN4487_c0_g1_i1	YDR148C	homology_hit_with_go
TRINITY_DN4488_c0_g1_i1	TRINITY_DN4488_c0_g1_i1.p1	TRINITY_DN4488_c0_g1_i1	YMR019W	homology_hit_with_go
TRINITY_DN448_c0_g1_i1	TRINITY_DN448_c0_g1_i1.p1	TRINITY_DN448_c0_g1_i1	YLL056C	homology_hit_with_go
TRINITY_DN4490_c0_g1_i1	TRINITY_DN4490_c0_g1_i1.p1	TRINITY_DN4490_c0_g1_i1	YHR044C	homology_hit_with_go
TRINITY_DN4491_c0_g1_i1	TRINITY_DN4491_c0_g1_i1.p1	TRINITY_DN4491_c0_g1_i1	YMR259C	homology_hit_with_go
TRINITY_DN4493_c0_g1_i1	TRINITY_DN4493_c0_g1_i1.p1	TRINITY_DN4493_c0_g1_i1	YDL231C	homology_hit_with_go
TRINITY_DN4494_c0_g1_i1	TRINITY_DN4494_c0_g1_i1.p1	TRINITY_DN4494_c0_g1_i1	YGR216C	homology_hit_with_go
TRINITY_DN4495_c0_g1_i1	TRINITY_DN4495_c0_g1_i1.p1	TRINITY_DN4495_c0_g1_i1	YHR158C	homology_hit_with_go
TRINITY_DN4496_c0_g1_i1	TRINITY_DN4496_c0_g1_i1.p1	TRINITY_DN4496_c0_g1_i1	YPR145C-A	homology_hit_with_go
TRINITY_DN4497_c0_g1_i1	TRINITY_DN4497_c0_g1_i1.p1	TRINITY_DN4497_c0_g1_i1	YHR158C	homology_hit_with_go
TRINITY_DN4498_c0_g1_i1	TRINITY_DN4498_c0_g1_i1.p1	TRINITY_DN4498_c0_g1_i1	YDR289C	homology_hit_with_go
TRINITY_DN4499_c0_g1_i1	TRINITY_DN4499_c0_g1_i1.p1	TRINITY_DN4499_c0_g1_i1	YLR330W	homology_hit_with_go
TRINITY_DN449_c0_g1_i1	TRINITY_DN449_c0_g1_i1.p1	TRINITY_DN449_c0_g1_i1	YDL244W	homology_hit_with_go
TRINITY_DN44_c0_g1_i1	TRINITY_DN44_c0_g1_i1.p1	TRINITY_DN44_c0_g1_i1	YDR077W	homology_hit_with_go
TRINITY_DN44_c2_g1_i1	TRINITY_DN44_c2_g1_i1.p1	TRINITY_DN44_c2_g1_i1	YDR077W	homology_hit_with_go
TRINITY_DN44_c3_g1_i1	TRINITY_DN44_c3_g1_i1.p1	TRINITY_DN44_c3_g1_i1		no_hit
TRINITY_DN4500_c0_g1_i1	TRINITY_DN4500_c0_g1_i1.p1	TRINITY_DN4500_c0_g1_i1	YHR131C	homology_hit_with_go
TRINITY_DN4501_c0_g1_i1	TRINITY_DN4501_c0_g1_i1.p1	TRINITY_DN4501_c0_g1_i1	YKR056W	homology_hit_with_go
TRINITY_DN4502_c0_g1_i1	TRINITY_DN4502_c0_g1_i1.p1	TRINITY_DN4502_c0_g1_i1	YMR165C	homology_hit_with_go
TRINITY_DN4504_c0_g1_i1	TRINITY_DN4504_c0_g1_i1.p1	TRINITY_DN4504_c0_g1_i1	YMR303C	homology_hit_with_go
TRINITY_DN4506_c0_g1_i1	TRINITY_DN4506_c0_g1_i1.p1	TRINITY_DN4506_c0_g1_i1	YBL051C	homology_hit_with_go
TRINITY_DN4507_c0_g1_i1	TRINITY_DN4507_c0_g1_i1.p1	TRINITY_DN4507_c0_g1_i1	YOR298C-A	homology_hit_with_go
TRINITY_DN4508_c0_g1_i1	TRINITY_DN4508_c0_g1_i1.p1	TRINITY_DN4508_c0_g1_i1	YLR173W	homology_hit_with_go
